2462,13124,11883,17549,17647,14135,0,0,0,0,0,14110,24290,0,0,0,0,0,0,19921,15534,2945,0,0
2462,13124,11883,17549,17647,14135,0,0,0,0,0,14110,24290,0,0,0,0,0,0,19921,15534,2945,0,0
2868,12642,13756,15789,17113,14632,0,0,0,0,0,14137,24263,0,0,0,0,0,0,19814,15745,2841,0,0
3101,13040,11583,15801,19113,14144,18,0,0,0,0,14201,24199,0,0,0,0,0,0,19566,16351,2483,0,0
2941,12843,11981,15856,17094,15595,490,0,0,0,0,9346,29054,0,0,0,0,0,0,10504,24647,3249,0,0
3355,12925,12124,16535,18255,13587,19,0,0,0,0,5193,33207,0,0,0,0,0,0,11024,24362,3014,0,0
3035,12891,14449,16055,16208,14162,0,0,0,0,0,5377,33023,0,0,0,0,0,0,11444,23865,3091,0,0
3202,12807,14219,16058,17030,13484,0,0,0,0,0,4786,33614,0,0,0,0,0,0,11294,24009,3097,0,0
3230,13035,12421,16151,18231,13732,0,0,0,0,0,5882,32518,0,0,0,0,0,0,11187,24443,2770,0,0
3334,12398,12871,17088,17263,13846,0,0,0,0,0,5865,32535,0,0,0,0,0,0,11047,24342,3011,0,0
2758,12648,12867,16200,16482,15845,0,0,0,0,0,5406,32994,0,0,0,0,0,0,11449,24037,2914,0,0
3289,12303,12302,15952,19282,13666,6,0,0,0,0,6127,32273,0,0,0,0,0,0,11525,24033,2842,0,0
2667,12270,13559,15000,16741,16563,0,0,0,0,0,5459,32941,0,0,0,0,0,0,11016,24469,2915,0,0
2785,12186,11908,15263,16721,17937,0,0,0,0,0,10624,27776,0,0,0,0,0,0,10232,25534,2634,0,0
2913,11651,11969,15327,18035,15302,1603,0,0,0,0,11391,27009,0,0,0,0,0,0,10357,25190,2853,0,0
2471,11834,11866,14825,16293,19511,0,0,0,0,0,10369,28031,0,0,0,0,0,0,10863,24585,2952,0,0
3158,11866,11272,15454,19443,15280,327,0,0,0,0,10782,27618,0,0,0,0,0,0,10581,25130,2689,0,0
2618,11918,12595,14434,17150,18085,0,0,0,0,0,9912,28488,0,0,0,0,0,0,10613,24793,2994,0,0
2895,11989,12352,15800,17255,15890,619,0,0,0,0,10636,27764,0,0,0,0,0,0,10378,24984,3038,0,0
2734,12188,11919,15324,16254,18381,0,0,0,0,0,11163,27237,0,0,0,0,0,0,10718,24917,2765,0,0
3136,11968,11889,15617,19056,14948,186,0,0,0,0,10489,27911,0,0,0,0,0,0,10427,25102,2871,0,0
2659,11720,11599,15242,16960,17363,1257,0,0,0,0,10625,27775,0,0,0,0,0,0,10231,25125,3044,0,0
2476,12016,10382,15067,16770,20018,71,0,0,0,0,11504,26896,0,0,0,0,0,0,10539,25153,2708,0,0
2674,11380,10890,14944,17957,15223,3732,0,0,0,0,11257,27143,0,0,0,0,0,0,10434,24915,3051,0,0
2313,11603,10591,14630,16074,21567,22,0,0,0,0,10979,27421,0,0,0,0,0,0,10413,25106,2881,0,0
2664,11566,9282,14481,18906,15391,4510,0,0,0,0,10993,27407,0,0,0,0,0,0,10177,25366,2857,0,0
2175,11331,10500,14008,16965,20461,1360,0,0,0,0,11021,27379,0,0,0,0,0,0,10363,25115,2922,0,0
2491,11768,9356,14451,17991,19391,1352,0,0,0,0,11141,27259,0,0,0,0,0,0,10655,25055,2690,0,0
2355,11315,10544,14637,17039,17222,3688,0,0,0,0,10894,27506,0,0,0,0,0,0,10723,24633,3044,0,0
2358,11430,10787,14826,15788,21605,6,0,0,0,0,10492,27908,0,0,0,0,0,0,10953,24918,2529,0,0
3474,13849,11713,17112,18888,11764,0,0,0,0,0,9314,29086,0,0,0,0,0,0,10996,25596,1808,0,0
3453,13716,12931,17496,14720,14484,0,0,0,0,0,8708,29692,0,0,0,0,0,0,11349,25038,2013,0,0
3243,13570,12125,16812,19476,11574,0,0,0,0,0,9640,28760,0,0,0,0,0,0,11390,25203,1807,0,0
3411,13888,11223,18139,14801,15338,0,0,0,0,0,8711,29689,0,0,0,0,0,0,10788,25561,2051,0,0
3379,12899,12271,16969,15183,16099,0,0,0,0,0,9085,29315,0,0,0,0,0,0,11473,25225,1702,0,0
3227,13633,10801,17479,16899,14761,0,0,0,0,0,9337,29063,0,0,0,0,0,0,11363,25152,1885,0,0
3346,12337,12582,16622,14875,17038,0,0,0,0,0,14442,23958,0,0,0,0,0,0,22716,14206,1478,0,0
3315,12227,11468,16174,17183,16433,0,0,0,0,0,9977,28423,0,0,0,0,0,0,11361,25351,1688,0,0
3169,13203,11012,17690,15551,16175,0,0,0,0,0,9282,29118,0,0,0,0,0,0,11023,25613,1764,0,0
4345,11508,12201,17005,15271,16470,0,0,0,0,0,4607,33793,0,0,0,0,0,0,12313,24508,1579,0,0
2944,13049,10793,16614,18381,15019,0,0,0,0,0,9791,28609,0,0,0,0,0,0,11203,25465,1732,0,0
4024,11562,11740,16335,15224,17915,0,0,0,0,0,9450,28950,0,0,0,0,0,0,11345,25272,1783,0,0
3120,11799,11221,15427,19728,15505,0,0,0,0,0,9737,28663,0,0,0,0,0,0,11318,25341,1741,0,0
3442,12184,11321,16783,15217,17853,0,0,0,0,0,9437,28963,0,0,0,0,0,0,11580,25014,1806,0,0
